corpus_key,corpus_long,bank,document_type,meeting_date,score_name,score,method,score_z
fomc_stmt,FOMC statements,FOMC,statement,2005-08-09,rf_score,1,Random Forest,2.0785777370582976
fomc_stmt,FOMC statements,FOMC,statement,2005-08-09,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2005-09-20,net_score,0.05263157894736842,Dictionary,0.43152416438946145
fomc_stmt,FOMC statements,FOMC,statement,2005-09-20,rf_score,0.17647016525322995,Random Forest,0.349168107438031
fomc_stmt,FOMC statements,FOMC,statement,2005-09-20,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2005-11-01,net_score,0.05263157894736842,Dictionary,0.43152416438946145
fomc_stmt,FOMC statements,FOMC,statement,2005-11-01,rf_score,0.7939508506616257,Random Forest,1.645875279896655
fomc_stmt,FOMC statements,FOMC,statement,2005-11-01,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2005-12-13,net_score,0.2307692307692308,Dictionary,1.1970120686009251
fomc_stmt,FOMC statements,FOMC,statement,2005-12-13,rf_score,0.7682912739434477,Random Forest,1.5919902629900817
fomc_stmt,FOMC statements,FOMC,statement,2005-12-13,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
fomc_stmt,FOMC statements,FOMC,statement,2006-01-31,net_score,0.2857142857142857,Dictionary,1.433120350744071
fomc_stmt,FOMC statements,FOMC,statement,2006-01-31,rf_score,0.7236555714816583,Random Forest,1.4982554516871978
fomc_stmt,FOMC statements,FOMC,statement,2006-01-31,bert_score,0.14285714285714285,RoBERTa/BERT,1.190937086348145
fomc_stmt,FOMC statements,FOMC,statement,2006-03-28,net_score,0.3333333333333333,Dictionary,1.6377475286014647
fomc_stmt,FOMC statements,FOMC,statement,2006-03-28,rf_score,0.7032987437399202,Random Forest,1.4555061881636628
fomc_stmt,FOMC statements,FOMC,statement,2006-03-28,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
fomc_stmt,FOMC statements,FOMC,statement,2006-05-10,net_score,0.3333333333333333,Dictionary,1.6377475286014647
fomc_stmt,FOMC statements,FOMC,statement,2006-05-10,rf_score,0.4438036083998817,Random Forest,0.9105673566097683
fomc_stmt,FOMC statements,FOMC,statement,2006-05-10,bert_score,0.2,RoBERTa/BERT,1.4572753187430059
fomc_stmt,FOMC statements,FOMC,statement,2006-06-29,net_score,0.375,Dictionary,1.8167963092266837
fomc_stmt,FOMC statements,FOMC,statement,2006-06-29,rf_score,0.28364052130976697,Random Forest,0.5742254617122682
fomc_stmt,FOMC statements,FOMC,statement,2006-06-29,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
fomc_stmt,FOMC statements,FOMC,statement,2006-08-08,net_score,0.2307692307692308,Dictionary,1.1970120686009251
fomc_stmt,FOMC statements,FOMC,statement,2006-08-08,rf_score,-0.245505235359104,Random Forest,-0.5369786846891041
fomc_stmt,FOMC statements,FOMC,statement,2006-08-08,bert_score,0,RoBERTa/BERT,0.5250915053609932
